West Gulf of Mexico;None
East Gulf of Mexico;None
Coast of Cuba;None
South Atlantic Coast;None
Coast of Puerto Rico;None
Coast of Bermuda;None
North Atlantic Coast;None
Coast of New Brunswick;None
Sea9;None
Sea10;None
Sea11;None
Sea12;None
Sea13;None
Sea14;None
Sea15;None
Sea16;None
Sea17;None
Coast of Quebec;None
Coast of Nova Scotia;None
Sea20;None
Sea21;None
Sea22;None
Sea23;None
Sea24;None
Sea25;None
Sea26;None
Sea27;None
Sea28;None
Sea29;None
Sea30;None
Sea31;None
Sea32;None
Sea33;None
Sea34;None
Sea35;None
Sea36;None
Sea37;None
Sea38;None
Sea39;None
Sea40;None
Sea41;None
Sea42;None
Sea43;None
Sea44;None
Sea45;None
Sea46;None
Sea47;None
Sea48;None
Sea49;None
Sea50;None
Sea51;None
Sea52;None
Sea53;None
Sea54;None
Sea55;None
Sea56;None
Sea57;None
Sea58;None
Sea59;None
Sea60;None
Sea61;None
Sea62;None
Sea63;None
Sea64;None
Sea65;None
Sea66;None
Sea67;None
Sea68;None
Sea69;None
Sea70;None
Sea71;None
Sea72;None
Sea73;None
Sea74;None
Sea75;None
Sea76;None
Sea77;None
Sea78;None
Sea79;None
Sea80;None
Sea81;None
Sea82;None
Sea83;None
Sea84;None
Sea85;None
Sea86;None
Sea87;None
Sea88;None
Sea89;None
Sea90;None
Sea91;None
Sea92;None
Sea93;None
Sea94;None
Sea95;None
Coast of Hawaii;None
Sea97;None
Sea98;None
Sea99;None
Sea100;None
Sea101;None
Sea102;None
Sea103;None
Sea104;None
Sea105;None
Sea106;None
Sea107;None
Sea108;None
Sea109;None
Sea110;None
Sea111;None
Quabbin Reservoir;None
Lake Lanier;None
Lake Superior;None
Lake Michigan;None
Lake Huron;None
Lake St Clair;None
Lake Erie;None
Lake Ontario;None
Lake Nipissing;None
Lake Champlain;None
Lake Simcoe;None
Gouin Reservoir;None
Lake Saint-Jean;None
Lake Mistassini;None
Lake Manicouagan;None
Smallwood Reservoir;None
Lake Melville;None
North Quebec Lakes;None
Lake Nipigon;None
Lake Winnipeg;None
Lake of the Woods;None
Red Lakes;None
Mille Lacs Lake;None
Lake Winnebago;None
North Manitoba Lakes;None
Reindeer Lake;None
North Saskatchewan Lakes;None
Nunavut Lakes;None
Lake Athabasca;None
Great Slave Lake;None
Great Bear Lake;None
Iliamna Lake;None
Becharof Lake;None
Great Salt Lake;None
Pyramid Lake;None
Tahoe Lake;None
Salton Sea;None
Sam Rayburn Reservoir;None
Toledo Bend Reservoir;None
Lake Pontchartrain;None
Lake Okeechobee;None
Leech Lakes;None
Finger Lakes;None
Waste1;None
Waste2;None
Waste3;None
Waste4;None
Waste5;None
Waste6;None
Waste7;None
Waste8;None
Waste9;None
Waste10;None
Waste11;None
Waste12;None
Waste13;None
Waste14;None
Waste15;None
Waste16;None
Waste17;None
Waste18;None
Waste19;None
Waste20;None
Waste21;None
Waste22;None
Waste23;None
Waste24;None
Waste25;None
Waste26;None
Waste27;None
Waste28;None
Waste29;None
Waste30;None
Waste31;None
Waste32;None
Waste33;None
Waste34;None
Waste35;None
Waste36;None
Waste37;None
Waste38;None
Waste39;None
Waste40;None
Waste41;None
Waste42;None
Waste43;None
Waste44;None
Waste45;None
Waste46;None
Waste47;None
Waste48;None
Waste49;None
Waste50;None
Waste51;None
Waste52;None
Waste53;None
Waste54;None
Waste55;None
Waste56;None
Waste57;None
DE_New Castle;Philadelphian
DE_Sussex;East Chesapeake
DE_Kent;East Chesapeake
PA_Erie;Erie
PA_Crawford;Erie
PA_Mercer;Erie
PA_Lawrence;Erie
PA_Beaver;Pittsburgher
PA_Washington;Pittsburgher
PA_Greene;Central West Virginian
PA_Venango;Erie
PA_Butler;Pittsburgher
PA_Allegheny;Pittsburgher
PA_Warren;Erie
PA_Forest;Erie
PA_Clarion;Erie
PA_Armstrong;Pittsburgher
PA_Westmoreland;Pittsburgher
PA_Fayette;Pittsburgher
PA_Jefferson;Wild Pennsylvanian
PA_Indiana;Pittsburgher
PA_McKean;Wild Pennsylvanian
PA_Elk;Wild Pennsylvanian
PA_Clearfield;Wild Pennsylvanian
PA_Cambria;Penn-Appalachian
PA_Somerset;Penn-Appalachian
PA_Bedford;Penn-Appalachian
PA_Blair;Penn-Appalachian
PA_Centre;Wild Pennsylvanian
PA_Clinton;Wild Pennsylvanian
PA_Cameron;Wild Pennsylvanian
PA_Potter;Wild Pennsylvanian
PA_Tioga;Wild Pennsylvanian
PA_Lycoming;Wild Pennsylvanian
PA_Union;Wild Pennsylvanian
PA_Mifflin;Penn-Appalachian
PA_Huntington;Penn-Appalachian
PA_Fulton;Penn-Appalachian
PA_Franklin;Penn Dutch
PA_Adams;Penn Dutch
PA_Cumberland;Penn Dutch
PA_Perry;Penn Dutch
PA_Juniata;Penn-Appalachian
PA_Snyder;Penn-Appalachian
PA_Northumberland;Coal Pennsylvanian
PA_Montour;Coal Pennsylvanian
PA_Susquehanna;Coal Pennsylvanian
PA_Columbia;Coal Pennsylvanian
PA_Sullivan;Coal Pennsylvanian
PA_Bradford;Coal Pennsylvanian
PA_Wyoming;Coal Pennsylvanian
PA_Luzerne;Coal Pennsylvanian
PA_Schuylkill;Coal Pennsylvanian
PA_Dauphin;Penn Dutch
PA_York;Penn Dutch
PA_Lancaster;Penn Dutch
PA_Lebanon;Penn Dutch
PA_Berks;Penn Dutch
PA_Chester;Philadelphian
PA_Delaware;Philadelphian
PA_Montgomery;Philadelphian
PA_Philadelphia;Philadelphian
PA_Bucks;Philadelphian
PA_Lehigh;Coal Pennsylvanian
PA_Carbon;Coal Pennsylvanian
PA_Northampton;Coal Pennsylvanian
PA_Monroe;Coal Pennsylvanian
PA_Lackawanna;Coal Pennsylvanian
PA_Wayne;Coal Pennsylvanian
PA_Pike;Coal Pennsylvanian
NJ_Sussex;Newark-Jersian
NJ_Pasaaic;New Yorker
NJ_Bergen;New Yorker
NJ_Hudson;New Yorker
NJ_Essex;Newark-Jersian
NJ_Morris;Newark-Jersian
NJ_Warren;Coal Pennsylvanian
NJ_Hunferdon;Newark-Jersian
NJ_Somerset;Newark-Jersian
NJ_Union;Newark-Jersian
NJ_Middlesex;Newark-Jersian
NJ_Mercer;Newark-Jersian
NJ_Monmouth;Newark-Jersian
NJ_Ocean;Newark-Jersian
NJ_Burlington;Philadelphian
NJ_Camden;Philadelphian
NJ_Gloucester;Philadelphian
NJ_Salem;Philadelphian
NJ_Cumberland;South Jerseyan
NJ_Cape May;South Jerseyan
NJ_Atlantic;South Jerseyan
GA_Raubin;Appalachia Georgian
GA_Habersham;Appalachia Georgian
GA_Stephens;East Georgian
GA_Franklin;East Georgian
GA_Hart;East Georgian
GA_Elbert;East Georgian
GA_Lincoln;Augustan
GA_Columbia;Augustan
GA_Richmond;Augustan
GA_Burke;Augustan
GA_Emanuel;Middle Georgian
GA_Effingham;Coastal Georgian
GA_Chatham;Coastal Georgian
GA_Toombs;Middle Georgian
GA_Liberty;Coastal Georgian
GA_McIntosh;Coastal Georgian
GA_Glynn;Coastal Georgian
GA_Camden;Coastal Georgian
GA_Charlton;South Georgian
GA_Brantley;South Georgian
GA_Wayne;Middle Georgian
GA_Long;Coastal Georgian
GA_Tattnall;Middle Georgian
GA_Evans;Middle Georgian
GA_Candler;Middle Georgian
GA_Bulloch;Coastal Georgian
GA_Jenkins;Middle Georgian
GA_Screven;Coastal Georgian
GA_Jefferson;East Georgian
GA_McDuffie;Augustan
GA_Wilkes;East Georgian
GA_Fannin;Appalachia Georgian
GA_Madison;East Georgian
GA_Banks;East Georgian
GA_Hall;East Georgian
GA_White;Appalachia Georgian
GA_Towns;Appalachia Georgian
GA_Union;Appalachia Georgian
GA_Lumpkin;Appalachia Georgian
GA_Dawson;Appalachia Georgian
GA_Forsyth;Atlantan
GA_Gwinnett;Atlantan
GA_Barrow;Atlantan
GA_Jackson;East Georgian
GA_Clarke;East Georgian
GA_Oconee;East Georgian
GA_Greene;East Georgian
GA_Taliaferro;East Georgian
GA_Warren;East Georgian
GA_Glascock;East Georgian
GA_Hancock;East Georgian
GA_Washington;East Georgian
GA_Johnson;Middle Georgian
GA_Oglethorpe;East Georgian
GA_Treutlen;Middle Georgian
GA_Bryan;Coastal Georgian
GA_Appling;Middle Georgian
GA_Pierce;South Georgian
GA_Laurens;Middle Georgian
GA_Clinch;South Georgian
GA_Atkinson;South Georgian
GA_Coffee;South Georgian
GA_Bacon;South Georgian
GA_Jeff Davis;Middle Georgian
GA_Montomgery;Middle Georgian
GA_Wheeler;Middle Georgian
GA_Ware;South Georgian
GA_Wilkinson;Middle Georgian
GA_Baldwin;Middle Georgian
GA_Putnam;Middle Georgian
GA_Morgan;Atlantan
GA_Walton;Atlantan
GA_Rockdale;Atlantan
GA_Dekalb;Atlantan
GA_Fulton;Atlantan
GA_Cherokee;Atlantan
GA_Pickens;Appalachia Georgian
GA_Gilmer;Appalachia Georgian
GA_Murray;North Alabaman
GA_Gordon;Appalachia Georgian
GA_Bartlow;Appalachia Georgian
GA_Cobb;Atlantan
GA_Clayton;Atlantan
GA_Henry;Atlantan
GA_Newton;Atlantan
GA_Jasper;Atlantan
GA_Jones;Middle Georgian
GA_Twiggs;Middle Georgian
GA_Bleckley;Middle Georgian
GA_Dodge;Middle Georgian
GA_Telfair;Middle Georgian
GA_Benhill;South Georgian
GA_Irwin;South Georgian
GA_Berrien;South Georgian
GA_Lanier;South Georgian
GA_Echols;South Georgian
GA_Lowndes;South Georgian
GA_Cook;South Georgian
GA_Tift;South Georgian
GA_Turner;South Georgian
GA_Wilcox;Middle Georgian
GA_Pulaski;Middle Georgian
GA_Houston;Middle Georgian
GA_Bibb;Middle Georgian
GA_Monroe;Middle Georgian
GA_Butts;Atlantan
GA_Whitfield;North Alabaman
GA_Catoosa;North Alabaman
GA_Walker;North Alabaman
GA_Dade;North Alabaman
GA_Chattooga;Appalachia Georgian
GA_Floyd;Appalachia Georgian
GA_Polk;Appalachia Georgian
GA_Paulding;Atlantan
GA_Douglas;Atlantan
GA_Carroll;Atlantan
GA_Haralson;Atlantan
GA_Heard;Atlantan
GA_Coweta;Atlantan
GA_Fayette;Atlantan
GA_Spalding;Atlantan
GA_Lamar;Atlantan
GA_Pike;Atlantan
GA_Upson;Middle Georgian
GA_Crawford;Middle Georgian
GA_Peach;Middle Georgian
GA_Macon;Middle Georgian
GA_Dooly;Middle Georgian
GA_Crisp;Middle Georgian
GA_Worth;South Georgian
GA_Colquitt;South Georgian
GA_Brooks;South Georgian
GA_Thomas;South Georgian
GA_Mitchell;South Georgian
GA_Dougherty;South Georgian
GA_Lee;South Georgian
GA_Sumter;Middle Georgian
GA_Schley;Middle Georgian
GA_Taylor;Middle Georgian
GA_Talbot;Middle Georgian
GA_Meriwether;Atlantan
GA_Troup;Middle Georgian
GA_Harris;Middle Georgian
GA_Muscogee;Middle Georgian
GA_Chattahoochee;Middle Georgian
GA_Marion;Middle Georgian
GA_Webster;Middle Georgian
GA_Terrell;South Georgian
GA_Calhoun;South Georgian
GA_Baker;South Georgian
GA_Miller;South Georgian
GA_Grady;South Georgian
GA_Decatur;South Georgian
GA_Seminole;South Georgian
GA_Early;South Georgian
GA_Clay;Middle Georgian
GA_Randolph;Middle Georgian
GA_Quitman;Middle Georgian
GA_Stewart;Middle Georgian
CT_Northeastern;Connecticuter
CT_Southeastern;Connecticuter
CT_Capitol;Connecticuter
CT_Lower River Valley;Connecticuter
CT_South Central;Connecticuter
CT_Naugatuck Valley;Connecticuter
CT_Metropolitan;Connecticuter
CT_Western;Connecticuter
MA_Essex;Bostonite
MA_Boston;Bostonite
MA_Norfolk;Bostonite
MA_Plymouth;Bostonite
MA_Barnstable;Massachusite
MA_Dukes;Massachusite
MA_Nantucket;Massachusite
MA_Bristol;Massachusite
MA_Middlesex;Bostonite
MA_Worchester;Massachusite
MA_Franklin;Massachusite
MA_Hampshire;Massachusite
MA_Hampden;Massachusite
MA_Berkshire;Massachusite
MD_Cecil;Philadelphian
MD_Kent;East Chesapeake
MD_Queen Annes;East Chesapeake
MD_Caroline;East Chesapeake
MD_Talbot;East Chesapeake
MD_Dorchester;East Chesapeake
MD_Wicomico;East Chesapeake
MD_Somerset;East Chesapeake
MD_Worchester;East Chesapeake
MD_Harford;Baltimorean
MD_Baltimore;Baltimorean
MD_Baltimore City;Baltimorean
MD_Anne Arundel;Baltimorean
MD_Calvert;Potomac
MD_St Marys;Potomac
MD_Charles;Potomac
MD_Prince Georges;Potomac
MD_Howard;Baltimorean
MD_Carroll;Baltimorean
MD_Frederick;Potomac
MD_Montgomery;Potomac
MD_DC;Potomac
MD_Washington;Shenandoah
MD_Allegany;Shenandoah
MD_Garrett;Shenandoah
SC_York;Metrolinan
SC_Cherokee;Upstate South Carolinan
SC_Spartanburg;Upstate South Carolinan
SC_Greenville;Upstate South Carolinan
SC_Pickens;Appalachia Carolinan
SC_Oconee;Appalachia Carolinan
SC_Anderson;Upstate South Carolinan
SC_Abbeville;Upstate South Carolinan
SC_McCormick;Augustan
SC_Edgefield;Augustan
SC_Aiken;Augustan
SC_Barnwell;South Low Carolinan
SC_Allendale;South Low Carolinan
SC_Hampton;South Low Carolinan
SC_Jasper;South Low Carolinan
SC_Beaufort;South Low Carolinan
SC_Colleton;South Low Carolinan
SC_Charleston;Charlestonian
SC_X1;None
SC_Georgetown;South Low Carolinan
SC_Horry;South Low Carolinan
SC_Dillon;South Low Carolinan
SC_Marlboro;South Low Carolinan
SC_Chesterfield;Metrolinan
SC_Lancaster;Metrolinan
SC_Chester;Metrolinan
SC_Union;Upstate South Carolinan
SC_Laurens;Upstate South Carolinan
SC_Greenwood;Upstate South Carolinan
SC_Saluda;Columbia Carolinan
SC_Lexington;Columbia Carolinan
SC_Orangeburg;South Low Carolinan
SC_Bamberg;South Low Carolinan
SC_Dorchester;Charlestonian
SC_Berkeley;Charlestonian
SC_Williamsburg;South Low Carolinan
SC_Marion;South Low Carolinan
SC_Florence;South Low Carolinan
SC_Darlington;South Low Carolinan
SC_Lee;South Low Carolinan
SC_Kershaw;Columbia Carolinan
SC_Fairfield;Columbia Carolinan
SC_Newberry;Columbia Carolinan
SC_Richland;Columbia Carolinan
SC_Calhoun;Columbia Carolinan
SC_Clarendon;South Low Carolinan
SC_Sumpter;South Low Carolinan
NH_Coos;New Hampshirite
NH_Grafton;New Hampshirite
NH_Sullivan;New Hampshirite
NH_Chershire;New Hampshirite
NH_Hillsborough;New Hampshirite
NH_Rockingham;New Hampshirite
NH_Strattford;New Hampshirite
NH_Carroll;New Hampshirite
NH_Beiknap;New Hampshirite
NH_Merrimack;New Hampshirite
VA_Frederick;Shenandoah
VA_Shenandoah;Shenandoah
VA_Rockingham;Shenandoah
VA_Augusta;Shenandoah
VA_Highland;Shenandoah
VA_Bath;Shenandoah
VA_Alleghany;Shenandoah
VA_Craig;Western Virginian
VA_Giles;Western Virginian
VA_Bland;Western Virginian
VA_Tazewell;Western Virginian
VA_Buchanan;Western Virginian
VA_Dicenson;Western Virginian
VA_Wise;Western Virginian
VA_Lee;Western Virginian
VA_Scott;East Tennesseean
VA_Washington;East Tennesseean
VA_Grayson;Western Virginian
VA_Carroll;Western Virginian
VA_Patrick;Western Virginian
VA_Henry;Central Virginian
VA_Pittsylvania;Central Virginian
VA_Hallifax;Central Virginian
VA_Mecklenburg;Central Virginian
VA_Brunswick;Central Virginian
VA_Greensville;Central Virginian
VA_Southampton;Virginia Beacher
VA_Suffolk;Virginia Beacher
VA_Chesapeake;Virginia Beacher
VA_Virginia Beach;Virginia Beacher
VA_Isle of Wight;Virginia Beacher
VA_Surry;Virginia Beacher
VA_Prince George;Richmonder
VA_Chesterfield;Richmonder
VA_Henrico;Richmonder
VA_Charles City;Richmonder
VA_James City;Virginia Beacher
VA_York;Virginia Beacher
VA_Newport News;Virginia Beacher
VA_King William;Richmonder
VA_King and Queen;Richmonder
VA_Glouchester;Virginia Beacher
VA_Middlesex;West Chesapeake
VA_Essex;West Chesapeake
VA_King George;West Chesapeake
VA_Westmoreland;West Chesapeake
VA_Richmond;West Chesapeake
VA_Lancaster;West Chesapeake
VA_Northumberland;West Chesapeake
VA_Stafford;Potomac
VA_Prince William;Potomac
VA_Fairfax;Potomac
VA_Loudon;Potomac
VA_Clarke;Shenandoah
VA_Fauquier;Potomac
VA_Warren;Shenandoah
VA_Page;Shenandoah
VA_Greene;Central Virginian
VA_Albemarle;Central Virginian
VA_Nelson;Central Virginian
VA_Rockbridge;Shenandoah
VA_Amherst;Central Virginian
VA_Botetourt;Shenandoah
VA_Roanoke;Shenandoah
VA_Montgomery;Western Virginian
VA_Pulaski;Western Virginian
VA_Wythe;Western Virginian
VA_Smyth;Western Virginian
VA_Russel;Western Virginian
VA_Floyd;Western Virginian
VA_Franklin;Western Virginian
VA_Bedford;Central Virginian
VA_Campbell;Central Virginian
VA_Charlotte;Central Virginian
VA_Lunenburg;Central Virginian
VA_Nottoway;Central Virginian
VA_Dinwiddie;Richmonder
VA_Sussex;Richmonder
VA_Amelia;Richmonder
VA_Powhattan;Richmonder
VA_Goochland;Richmonder
VA_Hanover;Richmonder
VA_Caroline;West Chesapeake
VA_Spotsylvania;Central Virginian
VA_Culpeper;Potomac
VA_Rappahannock;Potomac
VA_Madison;Potomac
VA_Orange;Central Virginian
VA_Louisa;Central Virginian
VA_Fluvanna;Central Virginian
VA_Buckingham;Central Virginian
VA_Appomattox;Central Virginian
VA_Prince Edward;Central Virginian
VA_Cumberland;Central Virginian
VA_Matthews;Virginia Beacher
VA_Northampton;East Chesapeake
VA_Accomack;East Chesapeake
VA_Richmond City;Richmonder
VA_Emporia;None
VA_Petersburg;None
VA_Franklin;None
VA_Colonial Heights;None
VA_Hopewell;None
VA_Portsmouth;Virginia Beacher
VA_Norfolk;Virginia Beacher
VA_Hampton;Virginia Beacher
VA_Poquoson;None
VA_Williamsburg;None
VA_Fredericksburg;None
VA_Manassas;None
VA_Manassas Park;None
VA_Fairfax City;None
VA_Alexandria;None
VA_Arlington;Potomac
VA_Falls Church;None
VA_Winchester;None
VA_Harrisonburg;None
VA_Staunton;None
VA_Waynesboro;None
VA_Charlottesville;None
VA_Covington;None
VA_Lexington;None
VA_Buena Vista;None
VA_Salem;None
VA_Roanoke City;None
VA_Radford;None
VA_Norton;None
VA_Bristol;None
VA_Galax;None
VA_Martinsville;None
VA_Bedford City;None
VA_Lynchburg;None
VA_Danville;None
NY_Clinton;North New Yorker
NY_Franklin;North New Yorker
NY_St Lawrence;North New Yorker
NY_Jefferson;North New Yorker
NY_Oswego;Syracusan
NY_Cayuga;Syracusan
NY_Wayne;Rochesterian
NY_Monroe;Rochesterian
NY_Orlaens;Rochesterian
NY_Niagara;Buffalonian
NY_Erie;Buffalonian
NY_Chautauqua;Buffalonian
NY_Cattaraugus;Buffalonian
NY_Allegany;Buffalonian
NY_Steuben;South Upstater
NY_Chemung;South Upstater
NY_Tioga;South Upstater
NY_Broome;South Upstater
NY_Delaware;South Upstater
NY_Sullivan;Hudsonian
NY_Orange;None
NY_Rockland;New Yorker
NY_Westchester;New Yorker
NY_Putnam;New Yorker
NY_Dutchess;Hudsonian
NY_Columbia;Hudsonian
NY_Rensselaer;Albanian
NY_Washington;Albanian
NY_Warren;Albanian
NY_Essex;North New Yorker
NY_Hamilton;North New Yorker
NY_Herkimer;North New Yorker
NY_Lewis;North New Yorker
NY_Oneida;North New Yorker
NY_Madison;Syracusan
NY_Onondaga;Syracusan
NY_Seneca;Rochesterian
NY_Ontario;Rochesterian
NY_Livingston;Rochesterian
NY_Genessee;Rochesterian
NY_Wyoming;Buffalonian
NY_Yates;Rochesterian
NY_Schuyler;Syracusan
NY_Tompkins;Syracusan
NY_Cortland;Syracusan
NY_Chenango;South Upstater
NY_Otsego;South Upstater
NY_Schoharie;Albanian
NY_Montgomery;Albanian
NY_Fulton;Albanian
NY_Saratoga;Albanian
NY_Schenectady;Albanian
NY_Albany;Albanian
NY_Greene;Hudsonian
NY_Ulster;Hudsonian
NY_Bronx;New Yorker
NY_Manhattan;New Yorker
NY_Staten Island;New Yorker
NY_Brooklyn;New Yorker
NY_Queens;New Yorker
NY_Nassau;Long Islander
NY_Suffolk;Long Islander
CT_Northwest Hills;Connecticuter
NC_Currituck;Virginia Beacher
NC_Camden;Virginia Beacher
NC_Pasquotank;Virginia Beacher
NC_Perquimans;Virginia Beacher
NC_Chowan;North Low Carolinan
NC_Gates;Virginia Beacher
NC_Hertford;North Low Carolinan
NC_Northampton;North Low Carolinan
NC_Warren;Research Trianglian
NC_Vance;Research Trianglian
NC_Granville;Research Trianglian
NC_Person;Research Trianglian
NC_Caswell;Piedmontese
NC_Rockingham;Piedmontese
NC_Stokes;Piedmontese
NC_Surry;Appalachia Carolinan
NC_Alleghany;Appalachia Carolinan
NC_Ashe;Appalachia Carolinan
NC_Watauga;Appalachia Carolinan
NC_Avery;Appalachia Carolinan
NC_Mitchell;Appalachia Carolinan
NC_Yancey;Appalachia Carolinan
NC_Madison;Appalachia Carolinan
NC_Haywood;Appalachia Carolinan
NC_Swain;Appalachia Carolinan
NC_Graham;Appalachia Carolinan
NC_Cherokee;Appalachia Carolinan
NC_Clay;Appalachia Carolinan
NC_Macon;Appalachia Carolinan
NC_Jackson;Appalachia Carolinan
NC_Transylvania;Appalachia Carolinan
NC_Henderson;Appalachia Carolinan
NC_Polk;Appalachia Carolinan
NC_Rutherford;Appalachia Carolinan
NC_Cleveland;Metrolinan
NC_Gaston;Metrolinan
NC_Mecklenburg;Metrolinan
NC_Union;Metrolinan
NC_Anson;Metrolinan
NC_Richmond;Middle Low Carolinan
NC_Scotland;Middle Low Carolinan
NC_Robeson;Middle Low Carolinan
NC_Columbus;Middle Low Carolinan
NC_Brunswick;South Low Carolinan
NC_New Hannover;Frontier Alaskan
NC_Pender;Middle Low Carolinan
NC_Onslow;Middle Low Carolinan
NC_Carteret;North Low Carolinan
NC_Craven;North Low Carolinan
NC_Pamailco;North Low Carolinan
NC_Beaufort;North Low Carolinan
NC_Hyde;North Low Carolinan
NC_Dare;Virginia Beacher
NC_Tyrell;North Low Carolinan
NC_Washington;North Low Carolinan
NC_Bertie;North Low Carolinan
NC_Halifax;North Low Carolinan
NC_Nash;North Low Carolinan
NC_Franklin;Research Trianglian
NC_Wake;Research Trianglian
NC_Durham;Research Trianglian
NC_Orange;Research Trianglian
NC_Alamance;Piedmontese
NC_Guilford;Piedmontese
NC_Forsyth;Piedmontese
NC_Yadkin;Piedmontese
NC_Wilkes;Appalachia Carolinan
NC_Caldwell;Appalachia Carolinan
NC_Burke;Appalachia Carolinan
NC_McDowell;Appalachia Carolinan
NC_Buncombe;Appalachia Carolinan
NC_Catawba;Metrolinan
NC_Lincoln;Metrolinan
NC_Alexander;Metrolinan
NC_Iredall;Metrolinan
NC_Davie;Piedmontese
NC_Davidson;Piedmontese
NC_Rowan;Metrolinan
NC_Cabarrus;Metrolinan
NC_Stanly;Metrolinan
NC_Montgomery;Piedmontese
NC_Randolph;Piedmontese
NC_Chatham;Research Trianglian
NC_Lee;Middle Low Carolinan
NC_Moore;Middle Low Carolinan
NC_Hoke;Middle Low Carolinan
NC_Cumberland;Middle Low Carolinan
NC_Harnett;Middle Low Carolinan
NC_Bladen;Middle Low Carolinan
NC_Sampson;Middle Low Carolinan
NC_Duplin;Middle Low Carolinan
NC_Wayne;North Low Carolinan
NC_Johnston;Research Trianglian
NC_Wilson;North Low Carolinan
NC_Edgecombe;North Low Carolinan
NC_Martin;North Low Carolinan
NC_Pitt;North Low Carolinan
NC_Greene;North Low Carolinan
NC_Lenoir;North Low Carolinan
NC_Jones;North Low Carolinan
RI_Washington;Rhode Islander
RI_Kent;Rhode Islander
RI_Providence;Rhode Islander
RI_Bristol;None
RI_Newport;Rhode Islander
VT_Grand Isle;Vermonter
VT_Franklin;Vermonter
VT_Orleans;Vermonter
VT_Essex;Vermonter
VT_Caledonia;Vermonter
VT_Orange;Vermonter
VT_Windsor;Vermonter
VT_Windham;Vermonter
VT_Bennington;Vermonter
VT_Rutland;Vermonter
VT_Addison;Vermonter
VT_Chittenden;Vermonter
VT_Lamoille;Vermonter
VT_Washington;Vermonter
KY_Campbell;Cincinattian
KY_Kenton;Cincinattian
KY_Boone;Cincinattian
KY_Gallatin;Cincinattian
KY_Carroll;Louivillian
KY_Trimble;Louivillian
KY_Oldham;Louivillian
KY_Jefferson;Louivillian
KY_Bullitt;Louivillian
KY_Hardin;Louivillian
KY_Meade;Louivillian
KY_Brekinridge;Central Kentuckian
KY_Hancock;Central Kentuckian
KY_Daviess;Central Kentuckian
KY_Henderson;South Hoosier
KY_Union;Central Kentuckian
KY_Crittenden;Central Kentuckian
